detail,error_severity,event_message,hint,id,identifier,timestamp
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,b0088dff-82ec-43a0-920c-ba2eb0592e9b,rvbcezyxmlwpqpugslvg,1748513449076000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,55b9294b-6638-4b6f-bf15-a00e748839d9,rvbcezyxmlwpqpugslvg,1748513449007000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,6e7b6463-5135-4339-8400-738e0932c8d3,rvbcezyxmlwpqpugslvg,1748513448942000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,b3d208d8-8105-4069-a96e-f14800459e66,rvbcezyxmlwpqpugslvg,1748513448879000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,e12bfb8b-774f-4a3b-9812-aa2e94152710,rvbcezyxmlwpqpugslvg,1748513448784000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,a47f44da-4a20-4d76-b16d-a1647c633617,rvbcezyxmlwpqpugslvg,1748513448717000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,011864a5-28f9-4786-8a7e-230309fcc83f,rvbcezyxmlwpqpugslvg,1748513448655000
null,LOG,connection received: host=::1 port=63259,null,fc08063a-e711-4268-9fb7-ce1969486fce,rvbcezyxmlwpqpugslvg,1748513448648000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,50de2f6d-e63d-462d-bd40-c75f5d22203e,rvbcezyxmlwpqpugslvg,1748513428916000
null,LOG,connection received: host=::1 port=19099,null,5054a415-819e-4062-b9b6-fe7f1bc28ead,rvbcezyxmlwpqpugslvg,1748513428914000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,0bd02bfd-1cde-4314-adb3-3f3528b942a2,rvbcezyxmlwpqpugslvg,1748513396621000
null,LOG,connection received: host=::1 port=49485,null,07a1a6dd-9a36-4ea5-8bde-fc3686193dec,rvbcezyxmlwpqpugslvg,1748513396612000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,d9ede871-68e0-4f19-b7c3-864370686530,rvbcezyxmlwpqpugslvg,1748513368904000
null,LOG,connection received: host=::1 port=5717,null,b9008f1d-746d-4443-9ab5-7eba2a7c6437,rvbcezyxmlwpqpugslvg,1748513368903000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,8490d05e-1afd-4beb-a8c3-91e9ee1e3692,rvbcezyxmlwpqpugslvg,1748513364480000
null,LOG,connection received: host=::1 port=62993,null,b274b19b-7cbc-49c6-b420-c182979b7b75,rvbcezyxmlwpqpugslvg,1748513364472000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,556b26c8-1c88-4c5e-81d7-863ff630133f,rvbcezyxmlwpqpugslvg,1748513308906000
null,LOG,connection received: host=::1 port=63239,null,9a996258-bb82-48b5-8580-3e0a5813d060,rvbcezyxmlwpqpugslvg,1748513308906000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,adcb5e6c-671c-4300-a93e-c958a3670a1c,rvbcezyxmlwpqpugslvg,1748513254790000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,f24053d9-15f9-4cbf-a855-6cd35ff78fa3,rvbcezyxmlwpqpugslvg,1748513254782000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,d12ae122-0d32-4a36-a3de-578f149ab2f1,rvbcezyxmlwpqpugslvg,1748513254781000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,d4772136-d75a-4fb8-983e-fb9e00a4a460,rvbcezyxmlwpqpugslvg,1748513254765000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,f00c56ca-b32b-4401-b58d-473ba3cd54fe,rvbcezyxmlwpqpugslvg,1748513254740000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,6a5f1442-3b34-4039-adef-13974eb9e145,rvbcezyxmlwpqpugslvg,1748513254735000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,9b562055-6809-4ab3-a0a0-7971b52aac90,rvbcezyxmlwpqpugslvg,1748513254697000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,7656c00b-a2f6-4cd8-9f55-197d8e8902a1,rvbcezyxmlwpqpugslvg,1748513254659000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,a8d936e9-7787-41d0-bff2-1c9f6d945143,rvbcezyxmlwpqpugslvg,1748513248904000
null,LOG,connection received: host=::1 port=36757,null,ab31020f-ff6e-4182-9235-8db8368ff9b8,rvbcezyxmlwpqpugslvg,1748513248903000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,22213b0b-a567-4db1-a3e1-33efef19d71e,rvbcezyxmlwpqpugslvg,1748513237929000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,4653d801-712b-41b1-9036-c57cec6eec90,rvbcezyxmlwpqpugslvg,1748513237792000
null,LOG,connection received: host=::1 port=20963,null,ac2cd085-cff0-426f-be20-964f541bf198,rvbcezyxmlwpqpugslvg,1748513237783000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,90afed32-83ee-4388-8c01-752c5c413f61,rvbcezyxmlwpqpugslvg,1748513188903000
null,LOG,connection received: host=::1 port=19225,null,cfbcb6f3-f14d-40bb-aeec-a7b2baed4251,rvbcezyxmlwpqpugslvg,1748513188903000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,aef7a618-efec-49b7-9812-76338993fda7,rvbcezyxmlwpqpugslvg,1748513180202000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,3a3529d7-9d0d-44c0-95d4-dc6c3b8e89e1,rvbcezyxmlwpqpugslvg,1748513180180000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,35f3a5aa-c194-40fd-bc82-07feca1bda57,rvbcezyxmlwpqpugslvg,1748513180165000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,7e505214-5591-4f47-8678-d20b55f51bba,rvbcezyxmlwpqpugslvg,1748513180132000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,6fe4a29b-f894-4cfb-9c7a-a103a2e480c2,rvbcezyxmlwpqpugslvg,1748513180126000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,b4d7c360-e3f5-4571-af62-c47695a10acd,rvbcezyxmlwpqpugslvg,1748513180106000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,f2123c7f-e74a-4c8e-a90b-ebb274f1bd38,rvbcezyxmlwpqpugslvg,1748513180072000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,05681d94-d3f4-4d8f-bba2-e96542fa8db7,rvbcezyxmlwpqpugslvg,1748513179537000
null,LOG,connection received: host=::1 port=25625,null,1cfbf411-aa6b-4941-9121-84f30d1c0996,rvbcezyxmlwpqpugslvg,1748513179529000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,d5b8b085-f91b-421e-8602-7a85dc1509c4,rvbcezyxmlwpqpugslvg,1748513166641000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,d0bf9501-fbc0-4672-b68a-53b3bb9e2b1c,rvbcezyxmlwpqpugslvg,1748513166547000
null,LOG,connection received: host=::1 port=4993,null,88558425-a6d4-4c82-974c-77f74dae81e9,rvbcezyxmlwpqpugslvg,1748513166532000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,a997c5aa-3259-42b3-aa8e-575aa20fe99a,rvbcezyxmlwpqpugslvg,1748513133215000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,99a62909-9ee4-4a92-872e-4d00db7162eb,rvbcezyxmlwpqpugslvg,1748513133127000
null,LOG,connection received: host=::1 port=54377,null,cf29ad69-9d53-4a7f-8e43-e18150626860,rvbcezyxmlwpqpugslvg,1748513133116000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,7716059d-8e9c-4a67-b6bc-dd360998ef0c,rvbcezyxmlwpqpugslvg,1748513128915000
null,LOG,connection received: host=::1 port=54371,null,c0ce4b51-d7eb-4803-ba9e-9fc23e8c99ea,rvbcezyxmlwpqpugslvg,1748513128915000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,6fdcbc5a-1ae1-46aa-bfd1-2f68173ff856,rvbcezyxmlwpqpugslvg,1748513120984000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,fa7a4c3b-105b-4cc8-a5ef-19c71f387882,rvbcezyxmlwpqpugslvg,1748513120984000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,b3fc08df-9c7e-4775-adea-2c26083448f1,rvbcezyxmlwpqpugslvg,1748513120892000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,3183277e-953b-4480-b3a5-5e2b35d4120a,rvbcezyxmlwpqpugslvg,1748513120892000
null,LOG,connection received: host=::1 port=30163,null,6fed0ee7-9e3b-4636-9b69-251518ca5e61,rvbcezyxmlwpqpugslvg,1748513120880000
null,LOG,connection received: host=::1 port=30163,null,e2fdff33-a17c-4814-a6c6-02f2b463af47,rvbcezyxmlwpqpugslvg,1748513120880000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,7701d387-810a-4795-8dd1-a39483d702a0,rvbcezyxmlwpqpugslvg,1748513107110000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,8fe6a91d-5e3e-426c-a2a4-11e4ab98cdec,rvbcezyxmlwpqpugslvg,1748513107038000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,783654f7-c81f-44dc-a8f5-ea2d82b6c7ed,rvbcezyxmlwpqpugslvg,1748513105466000
null,LOG,"connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,990d21bf-e624-4071-b4e7-2298c47356db,rvbcezyxmlwpqpugslvg,1748513105378000
null,LOG,connection received: host=::1 port=7683,null,75d9a66f-d16e-41d0-938f-5d556cdbf57e,rvbcezyxmlwpqpugslvg,1748513105370000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,6cb0e004-d709-406b-b1dc-0371f99b6418,rvbcezyxmlwpqpugslvg,1748513068904000
null,LOG,connection received: host=::1 port=22105,null,222d3621-a6ad-4c6b-b67e-c15c5d9eb167,rvbcezyxmlwpqpugslvg,1748513068903000
null,LOG,"checkpoint complete: wrote 39 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.828 s, sync=0.004 s, total=3.848 s; sync files=24, longest=0.003 s, average=0.001 s; distance=222 kB, estimate=337 kB",null,212aca21-0ac1-4fd3-9b9e-5152328e7703,rvbcezyxmlwpqpugslvg,1748513033269000
null,LOG,checkpoint starting: time,null,17dab4f5-8acc-4aad-9801-bfc2b443549e,rvbcezyxmlwpqpugslvg,1748513029422000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,36328e74-6e6a-42c8-8ad6-ce65c1df4846,rvbcezyxmlwpqpugslvg,1748513016378000
null,LOG,connection received: host=127.0.0.1 port=54189,null,c0f451b0-bdb5-470f-aff8-2f30ae809ebc,rvbcezyxmlwpqpugslvg,1748513016377000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,c1e01660-a39b-47b9-bd6f-4e838c3a1c62,rvbcezyxmlwpqpugslvg,1748513012153000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,7d527a3d-6ba3-443a-ae26-fd7b981e7433,rvbcezyxmlwpqpugslvg,1748513012153000
null,LOG,connection received: host=2406:da18:96a:8200:6970:c10c:da2a:ab9a port=52682,null,198d36ba-79b8-43f4-8225-72c52dbe3441,rvbcezyxmlwpqpugslvg,1748513011829000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,c15a8c02-7fdf-434e-bf14-507695b3b7c2,rvbcezyxmlwpqpugslvg,1748513009738000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,4b236330-f160-45a1-be98-1a5eea4e4b8f,rvbcezyxmlwpqpugslvg,1748513009738000
null,LOG,connection received: host=2406:da18:96a:8200:3c16:7e20:125f:cc1c port=40370,null,1aceb2ba-17d4-4211-88a9-4cd19daaae08,rvbcezyxmlwpqpugslvg,1748513009409000
